iter	RMSE
247	103.1021298
248	102.91298
249	102.8294966
250	102.8111288
251	102.6028761
252	102.4872066
253	102.3221246
254	102.3100698
255	102.1241906
256	101.9845511
257	101.8775847
258	101.6591356
259	101.546369
260	101.452994
261	101.4403806
262	101.3261122
263	101.1485063
264	101.1374789
265	101.0205313
266	101.0051132
267	100.972704
268	100.8528673
269	100.7403521
270	100.5651285
271	100.5535882
272	100.3936106
273	100.2166955
274	100.0321628
275	99.92342263
276	99.81471532
277	99.68305718
278	99.67135249
279	99.56268705
280	99.45873557
281	99.36935703
282	99.22376561
283	99.13985588
284	99.02374635
285	98.88062857
286	98.87062212
287	98.70132234
288	98.6436027
289	98.49734369
290	98.32963196
291	98.23265187
292	98.09659348
293	97.98488136
294	97.91095392
295	97.80881704
296	97.71958139
297	97.62325348
298	97.41939456
299	97.24060876
300	97.02084897
301	96.79634103
302	96.66303965
303	96.4733803
304	96.35782922
305	96.16880364
306	96.07781827
307	96.06911721
308	95.95157102
309	95.86707489
310	95.67041958
311	95.52127533
312	95.4659197
313	95.38070014
314	95.22944695
315	95.01288178
316	94.91402527
317	94.90634836
318	94.77023834
319	94.7628351
320	94.61222614
321	94.48833168
322	94.39368216
323	94.32537507
324	94.20784833
325	94.07057726
326	93.91906989
327	93.91231601
328	93.80892195
329	93.72451288
330	93.55724899
331	93.48382999
332	93.42372709
333	93.30480343
334	93.29831577
335	93.20914269
336	93.12575257
337	92.99221673
338	92.92332334
339	92.76608412
340	92.60500261
341	92.5170119
342	92.50066964
343	92.39838831
344	92.28704668
345	92.17183478
346	92.15585527
347	92.08019824
348	92.02569604
349	91.90386798
350	91.82291112
351	91.69269113
352	91.6254995
353	91.45765568
354	91.44223316
355	91.36542426
356	91.25892581
357	91.12796959
358	91.0478781
359	91.03249366
360	90.95949753
361	90.94501891
362	90.85513485
363	90.77029458
364	90.67420022
365	90.56391299
366	90.427216
367	90.34728244
368	90.33316697
369	90.28350618
370	90.18003111
371	90.02520596
372	90.01140301
373	89.99756265
374	89.90252173
375	89.82828492
376	89.68765544
377	89.67453021
378	89.59234238
379	89.50072998
380	89.43006224
381	89.36963799
382	89.18759645
383	89.05601964
384	88.91300631
385	88.78746811
386	88.6804901
387	88.60253806
388	88.45300639
389	88.38154051
390	88.23085687
391	88.12524958
392	87.9903068
393	87.85701496
394	87.69513699
395	87.59871136
396	87.52536579
397	87.4344313
398	87.33058709
399	87.22603545
400	87.10956597
401	87.02645678
402	87.0099855
403	86.89346863
404	86.77419535
405	86.62567115
406	86.5165025
407	86.4135657
408	86.28033456
409	86.17861794
410	86.07171573
411	85.94394969
412	85.89023366
413	85.75540068
414	85.69492864
415	85.56099241
416	85.49431342
417	85.37259425
418	85.30891291
419	85.23800617
420	85.15386741
421	85.14030862
422	85.01331919
423	84.94454987
424	84.86407374
425	84.75010682
426	84.7378571
427	84.57011854
428	84.49477952
429	84.39262301
430	84.34465229
431	84.20544158
432	84.19311377
433	84.18119609
434	84.16959079
435	84.1474664
436	84.1360796
437	84.08618668
438	84.04524107
439	83.97110108
440	83.89027999
441	83.79106942
442	83.69520341
443	83.62921791
444	83.56704892
445	83.43655233
446	83.39679474
447	83.31484518
448	83.22677364
449	83.14410592
450	83.03078485
451	82.97578007
452	82.84990984
453	82.74172784
454	82.6872204
455	82.63273769
456	82.4933148
457	82.3605338
458	82.31592412
459	82.29380795
460	82.19656453
461	82.07376261
462	82.06224396
463	82.0417242
464	82.03132656
465	82.02102996
466	81.97342572
467	81.87891132
468	81.7592032
469	81.67024906
470	81.59458632
471	81.53450033
472	81.46586116
473	81.41613038
474	81.33334548
475	81.28551503
476	81.20113801
477	81.15368961
478	81.09401155
479	81.05171594
480	81.04526809
481	80.98718929
482	80.98259327
483	80.97660389
484	80.97159772
485	80.92181647
486	80.82885472
487	80.78145032
488	80.70652107
489	80.62094544
490	80.57698271
491	80.46890476
492	80.42943834
493	80.37316527
494	80.27103866
495	80.15341933
496	80.09673995
497	80.08662734
498	80.07677792
499	79.96309633
500	79.84623988
501	79.83662719
502	79.83218139
503	79.75379214
504	79.63745248
505	79.63315684
506	79.61505128
507	79.57852668
508	79.56894728
509	79.55982468
510	79.50822144
511	79.50288691
512	79.42275876
513	79.31551315
514	79.30662407
515	79.24075943
516	79.10316357
517	79.048269
518	79.04222288
519	78.98252957
520	78.90927858
521	78.82932871
522	78.77571671
523	78.68270181
524	78.6618837
525	78.60678603
526	78.53327829
527	78.49134378
528	78.48805602
529	78.42339893
530	78.34347285
531	78.27577596
532	78.16146057
533	78.15619088
534	78.15249905
535	78.0680179
536	78.01966597
537	77.9558199
538	77.84162911
539	77.79177762
540	77.71060219
541	77.70235978
542	77.57758158
543	77.52088961
544	77.41470317
545	77.40667804
546	77.30613354
547	77.25908285
548	77.20651774
549	77.14119798
550	77.04509742
551	76.97722904
552	76.96964266
553	76.9160634
554	76.869299
555	76.85060589
556	76.76590342
557	76.70623307
558	76.62938674
559	76.52436323
560	76.51972893
561	76.42105287
562	76.36267902
563	76.25689718
564	76.25177421
565	76.24666969
566	76.21428477
567	76.17837766
568	76.10551146
569	76.02385728
570	75.96283109
571	75.90131096
572	75.82687821
573	75.7671955
574	75.72482315
575	75.6798144
576	75.6171249
577	75.5242718
578	75.43627087
579	75.33945745
580	75.33608374
581	75.33144134
582	75.28734985
583	75.24230532
584	75.20573975
585	75.16154489
586	75.09949299
587	75.04399773
588	74.98074833
589	74.88722516
590	74.75228681
591	74.67643383
592	74.65089896
593	74.59856229
594	74.50066951
595	74.46258438
596	74.45807268
597	74.36615123
598	74.32394087
599	74.32130779
600	74.24371075
601	74.16088677
602	74.05831008
603	74.00037857
604	73.90528416
605	73.83460378
606	73.74313334
607	73.73581771
608	73.69604122
609	73.60146608
610	73.51172665
611	73.46058655
612	73.36415613
613	73.27947239
614	73.19029305
615	73.11173834
616	73.06713719
617	73.01701922
618	73.01338012
619	72.88718272
620	72.87999371
621	72.79633071
622	72.69041681
623	72.60773748
624	72.54420158
625	72.47444749
626	72.46791562
627	72.46299827
628	72.42056529
629	72.30867318
630	72.21920751
631	72.11039349
632	72.01520045
633	71.96967022
634	71.96733788
635	71.89010721
636	71.8444179
637	71.78435153
638	71.74131508
639	71.65323932
640	71.56192022
641	71.56009258
642	71.46041573
643	71.45695449
644	71.42691573
645	71.34034063
646	71.29128849
647	71.23453631
648	71.19348168
649	71.11505486
650	71.05652182
651	70.97704231
652	70.9497773
653	70.85279955
654	70.85057855
655	70.78620244
656	70.70094309
657	70.67820417
658	70.61819189
659	70.57922751
660	70.50937767
661	70.49118203
662	70.40797022
663	70.35494692
664	70.34743571
665	70.2968787
666	70.22701692
667	70.22030211
668	70.14871627
669	70.09647625
670	70.09023004
671	70.06425658
672	70.05769541
673	70.01199226
674	69.91886781
675	69.87840931
676	69.82859882
677	69.78020547
678	69.69116365
679	69.60729691
680	69.60461868
681	69.5385901
682	69.46285779
683	69.45580255
684	69.36139843
685	69.27726352
686	69.19139737
687	69.1645774
688	69.16147745
689	69.05147045
690	69.04512046
691	68.94730311
692	68.87321499
693	68.79362086
694	68.71101161
695	68.63636637
696	68.63402022
697	68.55980212
698	68.55824116
699	68.54427061
700	68.48723057
701	68.44416219
702	68.36306933
703	68.29629181
704	68.29018024
705	68.21988187
706	68.18935351
707	68.16581038
708	68.10695819
709	68.04265584
710	68.00405814
711	68.00160945
712	67.97045168
713	67.92705665
714	67.86525034
715	67.86237077
716	67.77434772
717	67.71213659
718	67.68088586
719	67.60207592
720	67.54785277
721	67.51598219
722	67.44164532
723	67.39476512
724	67.35879995
725	67.29797115
726	67.25444649
727	67.25162563
728	67.1915053
729	67.18577292
730	67.18302513
731	67.14614904
732	67.07582419
733	67.04624075
734	66.98049944
735	66.9743997
736	66.93294093
737	66.90305247
738	66.9003741
739	66.85044104
740	66.78860123
741	66.71779307
742	66.62470693
743	66.53897241
744	66.52846261
745	66.52326394
746	66.42768111
747	66.37881494
748	66.3540846
749	66.32928345
750	66.26549415
751	66.25324154
752	66.24800631
753	66.22837615
754	66.16238187
755	66.15686982
756	66.07381316
757	66.02653069
758	65.97830141
759	65.93955318
760	65.89746238
761	65.82528907
762	65.79677353
763	65.79160611
764	65.74134281
765	65.69866558
766	65.69713296
767	65.68372656
768	65.6028702
769	65.57557432
770	65.57206185
771	65.5173055
772	65.47928608
773	65.45203067
774	65.39067157
775	65.34981363
776	65.33721422
777	65.30449259
778	65.26287874
779	65.1967116
780	65.1714125
781	65.10049611
782	65.03612293
783	64.98685981
784	64.90264529
785	64.83790247
786	64.81113326
787	64.80083562
788	64.75335979
789	64.73863311
790	64.68067333
791	64.61943467
792	64.56455921
793	64.4878825
794	64.42158552
795	64.40991302
796	64.37141627
797	64.29829704
798	64.25865098
799	64.2418071
800	64.20618703
801	64.16679918
802	64.09651534
803	64.04163115
804	64.02096618
805	63.96692588
806	63.96218686
807	63.94254652
808	63.85741941
809	63.83634318
810	63.78617978
811	63.71772961
812	63.70503782
813	63.65963796
814	63.59327953
815	63.54816109
816	63.48252775
817	63.44853267
818	63.39352131
819	63.36509213
820	63.31679775
821	63.29414444
822	63.23036953
823	63.14848369
824	63.08758993
825	63.08572792
826	63.05576525
827	62.98314969
828	62.97901617
829	62.92500442
830	62.89162524
831	62.86505846
832	62.79020506
833	62.74276376
834	62.69288485
835	62.6425462
836	62.59177376
837	62.54408008
838	62.50078761
839	62.44261764
840	62.43581129
841	62.43401303
842	62.36722752
843	62.29756153
844	62.28685123
845	62.23779075
846	62.17331884
847	62.12667122
848	62.12062116
849	62.11669309
850	62.04726087
851	62.02802656
852	61.97610926
853	61.91142521
854	61.89407877
855	61.89020544
856	61.82096126
857	61.80135743
858	61.74106882
859	61.73708773
860	61.69166153
861	61.65140632
862	61.5814437
863	61.5234637
864	61.47548194
865	61.4521649
866	61.45035611
867	61.38866375
868	61.32021939
869	61.31843156
870	61.24817666
871	61.22830458
872	61.18738614
873	61.12772303
874	61.10874399
875	61.03248078
876	61.00312363
877	60.95305839
878	60.87742235
879	60.83461313
880	60.83253515
881	60.78966633
882	60.73818263
883	60.68912665
884	60.61213402
885	60.6003893
886	60.53289039
887	60.50984098
888	60.48761888
889	60.48413124
890	60.43407197
891	60.40139599
892	60.34638983
893	60.27677563
894	60.22126418
895	60.16272714
896	60.15899541
897	60.08871027
898	60.04378538
899	59.98029933
900	59.95412404
901	59.90512814
902	59.88515718
903	59.86219957
904	59.83764642
905	59.80994669
906	59.74397859
907	59.68345406
908	59.63784782
909	59.58681936
910	59.53361038
911	59.5317705
912	59.50807344
913	59.50133941
914	59.49554916
915	59.44475835
916	59.40816207
917	59.35377352
918	59.33459123
919	59.30741749
920	59.26330077
921	59.21477183
922	59.17713019
923	59.12392401
924	59.06074999
925	59.05913369
926	59.0137369
927	58.96877155
928	58.89770564
929	58.87692573
930	58.82753252
931	58.77513453
932	58.74276937
933	58.74117713
934	58.72281815
935	58.68108766
936	58.61764266
937	58.60880545
938	58.59474003
939	58.50890493
940	58.48374534
941	58.47101523
942	58.46755727
943	58.44743233
944	58.38344486
945	58.31954133
946	58.27751136
947	58.25716717
948	58.2279623
949	58.19364145
950	58.15396384
951	58.09427718
952	58.06351304
953	58.0055755
954	57.95533905
955	57.89697566
956	57.8616565
957	57.85139815
958	57.81664593
959	57.74943982
960	57.73085645
961	57.67821405
962	57.64600377
963	57.58050652
964	57.57863049
965	57.51854533
966	57.4889749
967	57.4257028
968	57.39860052
969	57.37781801
970	57.35692819
971	57.30726678
972	57.27050393
973	57.24768871
974	57.220712
975	57.21039491
976	57.18706607
977	57.15581174
978	57.14164049
979	57.10450024
980	57.06475144
981	57.04929129
982	57.04785853
983	56.98125467
984	56.93329384
985	56.91543375
986	56.8743338
987	56.79900343
988	56.77795247
989	56.76661766
990	56.75934596
991	56.72729439
992	56.70231201
993	56.66151285
994	56.62221829
995	56.60498761
996	56.56583396
997	56.51317119
998	56.49344847
999	56.45415387
